,transformed_text,target
1365,hot live fantasi call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 k,1
1366,bbq sat mine 6ish ur welcom 2 come,0
1367,know thing wrong everyso often panick start goin bout bein good enough,0
1368,alright good night,0
1369,tri make anoth butt,0
1370,hope feel great pl fill abiola,0
1371,though shd go n fun bar town someth sound ok,0
1372,1 go write msg 2 put dictionari mode 3 cover screen hand 4 press lt gt 5 gentli remov ur hand interest,0
1373,bear pic nick tom pete dick fact type tri gay chat photo upload call 08718730666 2 stop text call 08712460324,1
1374,500 new mobil 2004 must go txt nokia 89545 collect today 2optout txtauction,1
1375,final readi fyi,0
1376,aunti huai juan never pick phone,0
1377,doubl min doubl txt price linerent latest orang bluetooth mobil call mobileupd8 latest offer 08000839402,1
1378,ya tel wat ur problem,0
1380,dnt wnt tlk wid u,0
1381,spend day wait ideal path appear front us forget made walk wait goodnight,0
1382,ok arm feel weak cuz got shot go anoth time,0
1383,pleas reserv ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve alreadi see net ticket avail want book ticket tackl,0
1384,storm msg wen u lift phne u say u knw wt real mean hello name girl ye u knw dat girl margaret girlfrnd f grahmbel invnt telphon moral one 4get name person,0
1385,pop ask bout someth said around tonght wen girl come,0
1386,e best 4 ur exam later,0
1387,hope ur head hurt 2 much plough way pile iron stay chinki tonight come round like,0
1388,oh think wi nz player unsold,0
1389,haha got fast lose weight thk muz go 4 month den got effect gee later go aust put bk e weight,0
1390,wonder got onlin love gone net cafe get phone recharg friend net think boytoy,0
1391,haha kid papa need drug,0
1392,thk shld b ya wana go 4 lesson haha go one whole stretch,0
1393,oh ok,0
1394,r still meet 4 dinner tonight,0
1395,that cool gentleman treat digniti respect,0
1396,shall start hear,0
1397,wait 4 u lor need 2 feel bad lar,0
1398,check got detail messag,0
1399,regist sinco paye log enter urn lt gt confirm bewar fraud share disclos urn anyon,0
1400,decid peopl care stuff vote care stuff loser,0
1401,kaiez enjoy ur tuition gee thk e second option sound beta go yan jiu den msg u,0
1403,cool fun practic make babi,0
1404,actual get readi leav hous,0
1405,k k special today,0
1406,urgent import inform o2 user today lucki day 2 find log onto http fantast surpris await,1
1407,got ta,0
1408,got ten buck jay noncomitt,0
1409,hungri,0
1410,pl speak custom machan,0
1411,somewher beneath pale moon light someon think u dream come true goodnit amp sweet dream,0
1413,dear u invit xchat final attempt contact u txt chat 86688 ldn 18 yr,1
1414,wat ur opinion abt abt charact,0
1415,jay snicker tell x total fuck chord speak,0
1416,hour hair cut,0
1417,wonder co dun rem see silver car thk saw black one,0
1418,lmao take pic send,0
1419,feel word better silenc gud mrng,0
1420,current scotland,0
1421,work week,0
1422,congratul ur award either cd gift voucher free entri 2 weekli draw txt music 87066 tnc 1 win150ppmx3age16,1
1423,lol great im get hungri,0
1424,ye saw messag,0
1425,mu like lt gt second,0
1427,thing r good thanx got exam march ive done revis fran still boyf ive got ta interviw 4 exet bit worri x,0
1428,tell make littl spreadsheet track whose idea smoke determin entir month februari,0
1429,sale arsen dartboard good condit doubl trebl,1
1430,look back build coat want get sick hurri home wear coat gym,0
1431,pain person alway tri keep everybodi happi time nobodi recognis,0
1432,thank love wish rock,0
1433,intrepid duo great time see soon,0
1434,ask sen come chennai search job,0
1435,dad went oredi,0
1436,ju hope true missin co realli missin done anyth feel guilti yet,0
1437,wat late still earli mah juz go 4 dinner lor aiya dunno,0
1438,arm fine cardiff uni,0
1439,fact leav think addi goe back school tue wed,0
1440,cool breez bright sun fresh flower twitter bird wait wish u amp nice,0
1441,ya go restaur,0
1442,askd u knw tht,0
1443,free 1st week entri 2 textpod 4 chanc 2 win 40gb ipod cash everi wk txt pod 84128 ts cs custcar 08712405020,1
1444,duck chinchilla,0
1445,marriag function,0
1446,look like u wil b get headstart im leav bout u r desper compani could head goin meet rummer,0
1447,give fli monkey wot think certainli mind friend mine,0
1448,regist optin subscrib ur draw 4 gift voucher enter receipt correct an 80062 what no1 bbc chart,1
1449,say thanks2,0
1450,msg rajini come,0
1451,ya take ure practic lesson start june,0
1452,good need drug,0
1453,possibl,0
1454,decid faster co si go home liao,0
1455,summer final fanci chat flirt sexi singl yr area get match repli summer free 2 join optout txt stop help08714742804,1
1456,u sleep go take haha got spi wat onlin check n repli mail lor,0
1457,clair havin borin time alon u wan na cum 2nite chat 09099725823 hope 2 c u luv clair xx,1
1459,bought one rington get text cost 3 pound offer tone etc,1
1460,yalru lyfu astn chikku bt innu mundh lyf ali halla ke bilo marriag program edha lyf nt yet ovr chikku ali vargu lyfu meow meow,0
1461,kinda first one get twelv aah speak tomo,0
1462,09066362231 urgent mobil 07xxxxxxxxx bonu caller prize 2nd attempt reach call 09066362231 asap,1
1463,ok good later come find c lucki told go earlier later pple take finish,0
1464,wat make u thk fall actual thk quit prone 2 fall lucki dad home ask come n fetch alreadi,0
1465,07801543489 guarante latest nokia phone 40gb ipod mp3 player prize txt word collect,1
1467,wont touch permiss,0
1468,hi luci hubbi meetin day fri b alon hotel u fanci cumin pl leav msg 2day 09099726395 luci x,1
1469,7 wonder world 7th 6th ur style 5th ur smile 4th ur person 3rd ur natur 2nd ur sm 1st love good morn dear,0
1470,take small dose tablet fever,0
1471,oh u must taken real valentin shop first,0
1472,sent email address incomm right,0
1473,gon na blake night might abl get littl earli,0
1474,friendship game play word say start march end may tomorrow yesterday today e,0
1475,nice wait text right gon na pay ticket ya know,0
1476,watch lotr w si di aft u wan 2 meet 4 dinner nite,0
1477,keep away like,0
1478,think far find check googl map place dorm,0
1479,trip ok quit tire lor uni start today ok 4 co take modul ju concentr final yr project,0
1480,alway say welp,0
1481,guy browsin compulsori,0
1483,puriti friendship two smile read forward messag smile see name gud evng musthu,0
1485,add realli care ca least get dude fuck hey money want,0
1486,hello lover goe new job happi think wake slave send teas kiss across sea,0
1487,told number gautham,0
1488,tell need investig anywher,0
1489,ok juz receiv,0
1490,cant believ said mani thing morn realli want say good morn love beauti morn see librari later,0
1491,account credit 500 free text messag activ txt word credit 80488 cs,1
1492,end might still vomit okay everyth come,0
1493,money money aint thing sha,0
1494,everyth weather keep extra warm cold noth seriou pl lot vitamin c,0
1495,hey gal anyon u go e drive centr tmr,0
1496,alway yahoo messeng send messag get may send mobil mode sha get repli,0
1497,put readi lt time gt,0
1498,time n smile r two crucial thing life sometim time make us forget smile sometim someon smile make us forget time gud noon,0
1499,sm ac jsco energi high u may know 2channel 2day ur leadership skill r strong psychic repli an end repli end jsco,1
1500,idp linux system,0
1501,hot live fantasi call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 nation rate call,1
1502,da what plan,0
1503,ill lt gt ok,0
1504,oh god almost home,0
1505,total video convert free download type googl search,0
1506,thank vote sing along star karaok mobil free link repli sing,1
1508,sound like someth someon test would sayi,0
1509,u love someon dont make love u much u love much dont want love anyon except gud nit,0
1510,pete phone still jenni colleg,0
1511,oop sorri check mind pick tomo half eight station would ok,0
1512,hey sweet wonder moment might come want send file someon wo go yahoo connect suck rememb set page go download format disc could tell know way download big file download stuff directli internet help would great prey teas kiss,0
1513,how champ leav glasgow,0
1514,k best congrat,0
1515,wonder get text,0
1516,need come home give good lovin,0
1517,brand new mobil music servic live free music player arriv shortli instal phone brows content top artist,1
1518,shall ask one thing dont mistak,0
1519,check wid corect spele sarcasm,0
1520,urgent mobil award bonu caller prize 2nd attempt contact call box95qu bt nation rate,1
1521,angri happen dear,0
1522,thk u dun haf 2 hint e forum alreadi lor co told ron n darren go 2 tell shuhui,0
1523,yup ok thanx,0
1524,hi ct employe,0
1525,pl pl find aunt nike,0
1526,wow love sooo much know bare stand wonder day goe well love think miss,0
1527,scream mean shout,0
1528,hey happen de alright,0
1529,pick receipt someth earlier,0
1530,think chennai well settl,0
1531,oh dang mean send lol,0
1532,unfortun found pick sister airport even think go tri go one th,0
1533,horribl bf v hungri,0
1534,rememb day,0
1535,nokia 7250i get win free auction take part send nokia 86021,1
1536,feel real valentin yo valentin even tho u hardli play,0
1537,sound good finger make difficult type,0
1538,midnight earliest,0
1539,sure tri make xavier smoke want smoke told smoke much,0
1540,k come nordstrom done,0
1541,u konw waht rael friendship im gving yuo exmpel jsut ese tih msg evrey splle tih msg wrnog bt sitll yuo ra wihtuot ayn mitsak goodnight amp nice sleep sweet dream,0
1542,press confer da,0
1543,hello orang 1 month free access game news sport plu 10 free text 20 photo messag repli ye term appli,1
1544,complet degre use join financ,0
1545,good afternoon love job prospect miss lazi bleak hmmm happi fill love,0
1546,shant disturb u anymor jia,0
1547,bishan lar nearer need buy earli co buy got ta park car,0
1548,dont know oh,0
1549,dude sux snake got old raiden got buff,0
1550,say hi get ass back south tampa prefer kegger,0
1551,e msg ju u said thank gift,0
1552,u,0
1553,ok dear call chechi,0
1554,yeah tote u wan na,0
1555,ok found di pierr cardin one look normal cost 20 sale,0
1556,good sleep rhythm person establish rhythm bodi learn use want know,0
1557,wat r u,0
1558,messag truro hospit ext phone phone side,0
1559,singl line big mean anyth 4 ur best,0
1560,got ga money chanc gang want go grand natur adventur,0
1561,dnt worri use ice piec cloth take 2 tablet,0
1562,dude saw park car sunroof pop sux,0
1563,get readi put excel sub face,0
1564,tmrw im finish 9 door,0
1565,lt gt g saw day ago guy want sell wifi lt gt 3g lt gt blank,0
1566,late,0
1567,whatev im pretti piss,0
1569,dont much imag class,0
1570,got rumour go buy apart chennai,0
1571,near kalainar tv,0
1572,ur current 500 pound maxim ur send go 86688 cc 08718720201,1
1573,sm auction brand new nokia 7250 4 auction today auction free 2 join take part txt nokia 86021,1
1574,si catch e show e afternoon watch w c u wan 2 watch today tmr lor,0
1575,sound gd haha wah u yan jiu fast liao,0
1576,nosi guess idk react freak,0
1577,rememb hurt day satan impost pay price destini keep go u said pray get mind get,0
1578,make girl happi difficult make girl happi u need friend companion lover chef lt gt good listen lt gt organ lt gt good boyfriend lt gt clean lt gt sympathet lt gt athlet lt gt warm lt gt courag lt gt determin lt gt true lt gt depend lt gt intellig lt gt psychologist lt gt pest extermin lt gt psychiatrist lt gt healer lt gt stylist lt gt driver aaniy pudunga venaam,0
1579,princess bet brotha chase,0
1580,shall book chez jule half eight ok,0
1581,hhahhaahahah rofl wtf nig leonardo room someth,0
1582,yep derek hous see sunday lt 3,0
1583,cool let know kick around lt gt day,0
1585,wonder would okay call uncl john let know thing nigeria r lt gt dollar 2year sent know strain plan pay back everi dime give everi dime expect anyth practic someth like,0
1586,charg transfer charg withdraw anyhow like,0
1587,dont search love let love find that call fall love bcoz u dont forc u fall u know smeon hold u bslvyl,0
1588,let go bill miller,0
1589,love set soul fire spark flame big rawr flame xoxo,0
1590,somewhr someon sure made 4 god decid perfect time make u meet dat person till den enjoy ur crush,0
1591,honeymoon outfit,0
1592,help propos go back tomorrow,0
1593,privat 2003 account statement show 800 point call 08719899230 identifi code 41685 expir,1
1594,never blame day ur life good day give u happi bad day give u experi essenti life god bless good morn,0
1595,pl confirm time collect chequ,0
1596,regist subscrib yr draw 4 gift voucher b enter receipt correct an next olymp txt an 80062,1
1597,urgent mobil number award prize guarante call 09061790121 land line claim valid 12hr 150ppm,1
1598,daddi take good care,0
1599,yeah probabl still got ta check leo,0
1600,special,0
1601,carlo take sweet time usual let know patti smoke tell haul ass,0
1602,ok noth problem,0
1603,heard job go wildlif talk tonight u want2com that2worzel wizzl whatev,0
1604,god pick flower dippeditinadew lovingli touch itwhichturnedinto u gift tomeandsaid friend 4u,0
1605,came hostel,0
1606,ok prob come lunch,0
1607,ju tell u dat b leav 4 shanghai 21st instead haf time 2 meet cya,0
1608,freez home yet rememb kiss mom morn love think miss yet,0
1609,readi big day tomorrow,0
1610,probabl around mu lot,0
1611,645,0
1612,pro video club need help info call 08701237397 must club credit redeem enjoy,1
1613,thnx dude u guy 2nite,0
1614,sef dey laugh meanwhil darl anji,0
1615,mm food da,0
1616,k make sens btw carlo difficult guy gon na smoke go pick second batch get ga,0
1617,u download fring app,0
1618,2 oz guy kinda flaki one friend interest pick lt gt worth tonight possibl,0
1619,friend u stay fb chat,0
1620,fuck babe miss sooooo much wish sleep bed lone go sleep dream love,0
1621,live simpl love also simpl laugh simpl win tooo simpl difficult gud nte,0
1622,u secret admir look 2 make contact r reveal think ur 09058094599,1
1623,ah well confus thing,0
1624,500 free text msg text ok 80488 credit account,1
1625,hi dear call urgnt know what problem want work problem least tell wate repli,0
1626,dear ok,0
1627,select stay 1 250 top british hotel noth holiday worth claim call london bx 526 sw73ss,1
1628,ye princess want make happi,0
1629,sound like mani talent would like go dinner date next week,0
1630,go film 2day da 6pm sorri da,0
1631,watch movi alreadi xy want 2 shop shop w,0
1632,hello littl parti anim thought buzz friend grin remind love send naughti ador kiss,0
1633,yesterday go home,0
1634,eeri nokia tone 4u rpli tone titl 8007 eg tone dracula 8007 titl ghost addamsfa munster exorcist twilight pobox36504w45wq 150p,1
1635,come life brought sun shini warm heart put constant smile face make feel love care,0
1636,shit surpris went spent even french guy met town fool around bit let fuck,0
1637,0a network allow compani bill sm respons,1
1638,great comedi cant stop laugh da,0
1639,freemsg feelin kinda lnli hope u like 2 keep compani jst got cam mobi wan na c pic txt repli date 82242 msg150p 2rcv hlp 08712317606 stop 82242,1
1640,alright set text man,0
1641,hi keen go kind feel go tomo mind,0
1642,sleep nt feel well,0
1643,u switch fone dammit,0
1644,india take lead,0
1645,post l8r class,0
1646,tht wat wright brother fli,0
1647,even v good somewhat event laden fill worri head ok throat wreck see six,0
1648,u laugh realli loud u talk spontan u dont care other feel u probabl dear amp best friend goodeven dear,0
1649,laptop take,0
1650,dont file bag work call tell find anyth room,0
1651,wan earli lei outsid wun b home earli neva mind,0
1652,ur chanc win cash everi wk txt action c custcar 08712405022,1
1653,bugi juz wat walk home oredi ìï late repli oso saw top dat like din buy r,0
1655,7 go ok na,0
1656,ye post coupl pic fb still snow outsid wake,0
1657,one good partnership go take lead,0
1658,rgent 2nd attempt contact u u call 09071512433 b4 050703 csbcm4235wc1n3xx callcost 150ppm mobilesvari 50,1
1659,yeah class,0
1660,send bec templ na,0
1661,come home class right need work shower,0
1662,hi ur lookin 4 sauci daytim fun wiv busti marri woman free next week chat 2 sort time 09099726429 janinexx,1
1663,mostli like,0
1664,ìï v fan,0
1665,dunno co v late n reach insid alreadi ate spageddi lor e gal r laugh lor,0
1666,guess spent last night phase fourth dimens,0
1667,dad gon na call get work ask crazi question,0
1668,ye said,0
1669,hurt n meaning line ever compromis everyth love,0
1670,lmao nice 1,0
1671,glad see repli,0
1672,urgent tri contact today draw show prize guarante call 09050001295 land line claim a21 valid 12hr,1
1673,monthli password wap use wap phone pc,1
1674,nah dub je still buff,0
1675,pain thought happi toughest thing earth,0
1676,yeah fine get ok,0
1677,lol u come idea,0
1678,mani peopl seem special first sight remain special till last sight maintain till life end sh ja,0
1680,okay wait ah,0
1681,lei,0
1682,hi babe u r like bed im sorri tonight realli wan na see u tomorrow call love xxx,0
1683,alreadi squat new way walk,0
1684,want bold 2 bb torch,0
1685,cramp stop go back sleep,0
1686,today vodafon number end 0089 last four digit select receiv award number match pleas call 09063442151 claim award,1
1687,free top rington weekli 1st week subpoli 3 per,1
1688,nan sonathaya soladha boss,0
1689,bring tat cd forget,0
1691,know rape dude poker,0
1692,weightloss girl friend make load money ebay someth give thank god,0
1693,gr8 see messag r u leav congrat dear school wat r ur plan,0
1694,ìï eatin later eatin wif fren lei ìï go home first,0
1695,finish alreadi yar keep say mushi embarrass ok,0
1696,sorri man stash ran dri last night ca pick sunday,0
1697,hai priya right doctor said,0
1698,free msg sorri servic order 81303 could deliv suffici credit pleas top receiv servic,1
1700,pleas ask mummi call father,0
1701,come room come hous co hous still messi haha,0
1702,lost 10 kilo today,0
1703,tast fish curri,0
1704,might accid tookplac somewher ghodbandar rd traffic move slove plz slip amp worri,0
1705,yun wkg btw go nu sc ìï wana specialis wad,0
1706,ye one woman man pleas tell like dislik bed,0
1707,test earlier appreci call tomorrow,0
1708,loverboy keep come queen hmmm ach speak miss despar,0
1709,u meet fren dun wan meet ah muz b guy rite,0
1710,promis though even gotten dinner yet,0
1711,got back dislik bed,0
1712,turn stereo love mi phone unknown album,0
1713,hard live 121 chat choos girl connect live call 09094646899 cheap chat uk biggest live servic vu bcm1896wc1n3xx,1
1714,yeah see,0
1715,ask u knw nt may ur frnd classmat,0
1716,sorri earlier put around talk 9 actual life lol,0
1717,wow boy r back take 2007 uk tour win vip ticket vip club txt club trackmarqu ltd info vipclub4u,1
1718,missionari hook doggi hook stand,0
1719,u better go sleep dun disturb u liao u wake msg lor,0
1721,watch hous entertain get whole hugh lauri thing even stick inde especi stick,0
1722,thought prap meant anoth one goodo look tomorrow,0
1723,hi jon pete ive bin 2 spain recent hav sum dinero left bill said u ur åôrent mayb interest hav around tb jame,0
1724,bold 2 lt gt,0
1725,know shall speak lt gt minut,0
1726,hunni wot u 2 2nite didnt end goin town ju da pub instead ju chillin da mo bedroom love jen,0
1727,went project centr,0
1728,per request alaipayuth set callertun caller press 9 copi friend callertun,0
1729,lol yeah point guess,0
1730,project w fren lor,0
1731,lol well qualiti aint bad aint complain,0
1732,k happen tonight,0
1733,hi mandi sullivan call hotmix fm chosen receiv easter prize draw pleas telephon 09041940223 claim prize transfer someon els,1
1734,think go finn come,0
1735,tire special,0
1736,come tomorrow di,0
1738,k go sleep well take rest,0
1739,u guy never invit anywher,0
1740,ur go 2 bahama callfreefon 08081560665 speak live oper claim either bahama cruis cash opt txt x 07786200117,1
1741,want pleas insid outsid bedroom,0
1742,calm downon theacus itxt u co iwana know wotu r doin haventcn u age ring ur up4 neth j,0
1743,love wine dine ladi,0
1744,someon conact date servic enter phone fanci find call landlin pobox12n146tf15,1
1745,iåõm cool ta luv 2 caus doin load plan wk got social servic inspect nurseri take care spk sn x,0
1746,know account detail ask mom send mom reach,0
1747,think u wrong number,0
1748,feel alway happi slowli becom habit amp final becom part life follow happi morn amp happi day,0
1749,b late love mum,0
1750,got mail panren paru,0
1751,think chuckin ur red green n black trainner 2 save carryin bac train,0
1752,give one miss number pleas,0
1753,ju came back fr lunch wif si u leh,0
1754,schedul next week town weekend,0
1755,realli good dhanush rock,0
1756,lmao ok wont need u hair anymor,0
1757,miss ya need ya want ya love ya,0
1758,sorri free,0
1759,u ever get song stuck head reason wo go away til u listen like 5 time,0
1760,nt yet chikku simpl habba hw abt u,0
1761,got ur mail muchand look forward lot support less contact rememb one venugop late shall tri come till dear,0
1762,sometim heart remembr someon much forget someon soon bcoz heart like everyon like one rememb everytim bslvyl,0
1763,joy father john john name joy father mandan,0
1764,hi 07734396839 ibh custom loyalti offer new nokia6600 mobil txtauction txt word start get 4t,1
1765,hi yiju regard 3230 textbook intro algorithm second edit sell 50,0
1766,sm auction nokia 7250i get win free auction take part send nokia 86021,1
1767,k want us come,0
1768,littl difficult simpl way enter place,0
1769,ha us e thing got tv 2 watch u thk 2 go tonight u alreadi haf smth mind,0
1770,dont show far put new pictur facebook,0
1771,watch tv got new job,0
1772,good afternoon sexi bun goe job search wake first thought alway love wish fine happi know ador,0
1773,come whatev want,0
1774,ok chikku 1 favourit song,0
1775,u see post facebook,0
1776,call freephon 0800 542 0578,1
1777,buy space invad 4 chanc 2 win orig arcad game consol press 0 game arcad std wap charg see 4 term set purchas,1
1780,big brother alert comput select u 10k cash 150 voucher call ntt po box cro1327 bt landlin cost 150ppm mobil vari,1
1781,oh well c u later,0
1782,uncl atlanta wish guy great semest,0
1783,dear free messag without recharg hi hi hi,0
1785,dun believ thk u told,0
1786,know god creat gap finger one made come amp fill gap hold hand love,0
1787,ye sura sun tv lol,0
1788,arun u transfr amt,0
1789,takin shower yeah leav done,0
1790,work eye philosophi text u later bit free chat,0
1791,u havenåõt lost ill alway b didnåõt intend 2 hurt u never knew u felt thatåõ itried2tel careabout u,0
1792,win winner foley ipod excit prize soon keep eye ur mobil visit,1
1793,bad girl still rememb,0
1794,much gave morn,0
1795,hope alright babe worri might felt bit despar learn job fake wait come back love,0
1796,hey tell blake address carlo want meet got lost answer phone,0
1797,get opinion someth first,0
1798,one week leav put know time,0
1799,hit move,0
1800,excel spent lt gt year air forc iraq afghanistan stabl honest like travel,0
1801,wan na watch movi,0
1802,ok lor thanx ìï school,0
1803,class get text,0
1804,bu leav lt gt,0
1805,god good sleep dear pray,0
1806,today voda number end 1225 select receiv match pleas call 08712300220 quot claim code 3100 standard rate app,1
1807,nice day today love dearli,0
1808,aiyo bit pai seh noe scare dun rem die hee becom better lookin oredi leh,0
1809,aight ask roommat,0
1810,what hous beer,0
1811,wan 2 meet n combin part da rest da project go,0
1812,ticket 4 walsal tue 6 th march mate get sat ill pay treat want 2 go txt bak,0
1813,ye chat,0
1814,hi jess dont know work call u im home eve xxx,0
1815,sian aft meet supervisor got work 2 liao u work,0
1816,go write ccna exam week,0
1817,well watch shrek 3d b,0
1818,much dirti fellow,0
1819,dunno dat wat told ok lor,0
1820,probabl tomorrow even later tonight someth go,0
1821,could say die man feel sad go want know would probabl gone late night,0
1822,think lift one,0
1823,u dun wan u dun like alreadi ah wat u still eat,0
1824,sent ur email id soon,0
1826,dude teresa hope okay didnt hear peopl call receiv packag sinc dec lt gt thot like know fantast year best read plu realli realli bam first aid usml work done,0
1827,hey gorgeou man work mobil number good one babe squishi mwah,0
1829,hottest pic straight phone see get wet want xx text pic 89555 txt cost 150p textoper g696ga 18 xxx,1
1830,way stay oh,0
1831,thanx take call got job start monday,0
1832,time ur flight tmr,0
1833,come,0
1834,rather promin bite mark right cheek,0
1835,septemb,0
1836,wet right,0
1837,husband,0
1838,hack chat get backdoor entri 121 chat room fraction cost repli neo69 call 09050280520 subscrib 25p pm dp bcm box 8027 ldn wc1n3xx,1
1839,norm tomorrow finish co st test need sort librari stuff point tomo got letter today access til end march better get move,0
1840,yeah got list u joanna feel realli anti social,0
1841,offic na,0
1842,comingdown later,0
1843,super da good replac murali,0
1844,da good good unsold,0
1845,hi u want join st later meet five call u class,0
1846,engalnd telli decid wo let watch mia elliot kiss damn,0
1847,free nokia motorola upto 12mth linerent 500 free min free call mobileupd8 08001950382 call,1
1848,dont want hear philosophi say happen,0
1849,got job wipro get everi thing life 2 3 year,0
1850,cant get da laptop matric card wif lei,0
1851,dunno da next show aft 6 toa payoh got 650,0
1852,2nd time tri 2 contact u 750 pound prize 2 claim easi call 08718726970 10p per min,1
1853,made payment dont much sorri would want fedex way,0
1854,play one day last year know even though good team like india,0
1855,girl wait recept ah,0
1856,say god love amp need clean heart ten special peopl amp u c miracl tomorrow pl pl,0
1857,hate turn fun shop trip annoy day everyth would look hous,0
1858,sir wait call,0
1859,want come onlin,0
1860,could work reach consensu next meet,0
1861,aiyah wait lor u entertain hee,0
1862,last thing ever want hurt think would laugh embarass delet tag keep go far knew even fact even felt like would hurt show realli know messi wednesday bad problem time clean choos skype take pictur sleep want go mind thing make bed throw laundri top ca friend hous embarass underwear bra strewn bed pillow floor someth els use good least make bed,0
1863,let know kick,0
1864,call ok said call,0
1865,call number avail appoint ask connect call wahe fathima,0
1866,go buy wif meet later,0
1867,mmmm fuck fair know weak grin push knee expos belli pull head forget know wick smile,0
1868,today system sh get well also deep well,0
1869,mom want know,0
1870,aight text back,0
1871,dont know support ass srt thnk think ps3 play usb,0
1872,oh ok didnt know meant yep babi jontin,0
1873,guarante cash claim yr prize call custom servic repres,1
1874,would like see xxx pic hot nearli ban uk,1
1877,pen thing beyond joke wont biro master ca ever,0
1878,parti alex nichol,0
1879,u secret admir look 2 make contact r reveal think ur 09058094594,1
1880,see miss call dear brother gr8 day,0
1881,ok ìï finish soon,0
1882,sorri ca help,0
1883,come slave go shell unconsci avoid make unhappi,0
1884,love ass enjoy doggi style,0
1885,think ask gym excus lazi peopl jog,0
1886,dear 0776xxxxxxx u invit xchat final attempt contact u txt chat 86688 ldn 18yr,1
1887,urgent pleas call 09061743811 landlin abta complimentari 4 tenerif holiday cash await collect sae cs box 326 cw25wx 150ppm,1
1888,way home long dri spell season would,0
1889,got ta collect da car 6 lei,0
1890,ok knacker came home went sleep good full time work lark,0
1891,probabl earlier station think,0
1892,call 09090900040 listen extrem dirti live chat go offic right total privaci one know sic listen 60p min,1
1894,freemsg hey u got 1 fone repli wild txt ill send u pic hurri im bore work xxx 18 stop2stop,1
1895,uh head much left,0
1896,tot u outsid co darren say u come shop cours nice wat ju went sim lim look mp3 player,0
1897,aight sound good want come,0
1898,wat would u like 4 ur birthday,0
1899,love work home,0
1900,miss vday parachut doubl coin u must know well,0
1902,sister got place birla soft da,0
1903,free entri 2 weekli comp chanc win ipod txt pod 80182 get entri std txt rate c appli 08452810073 detail,1
1904,wah oki oki muz make use e unlimit haha,0
1905,peopl mu tabl lambda,0
1906,stop old man get build snowman snow angel snowbal fight,0
1907,ello babe u ok,0
1908,hello beauti r u ok kinda ad row wiv walk pub want night wiv u miss u,0
1909,u go ikea str aft dat,0
1910,becoz lt gt jan whn al post ofic holiday cn go fr post ofic got duffer,0
1911,lol grr mom take forev prescript pharmaci like 2 minut away ugh,0
1912,real tho suck ca even cook whole electr hungri,0
1913,want go,0
1914,new textbuddi chat 2 horni guy ur area 4 25p free 2 receiv search postcod txt one name 89693 08715500022 rpl stop 2 cnl,1
1915,time month mid time,0
1916,fffff text kadeem far gone,0
1917,leav yet ok lor go elsewher n eat u thk,0
1918,fujitsu seri lifebook good,0
1919,yar want 2 scold u yest late alreadi got zhong se qing u ask b4 ask go w u lor n u still act real,0
1920,dont know bring food,0
1921,current food alon also,0
1922,sch fr dun haf da book sch home,0
1923,hello go villag pub 8 either come accordingli ok,0
1924,ok,0
1925,call like lt gt time oh give us hypertens oh,0
1926,dont give monkey wot think certainli mind friend mine sleep wiv wud annoyin,0
1927,omg could snow tonit,0
1928,call 08702490080 tell u 2 call 09066358152 claim prize u 2 enter ur mobil person detail prompt care,1
1929,free 1st week entri 2 textpod 4 chanc 2 win 40gb ipod cash everi wk txt vpod 81303 ts cs custcar 08712405020,1
1930,carri disturb,0
1931,pa tell went bath,0
1932,ju finish avatar nigro,0
1933,r u scratch,0
1934,hope great day,0
1935,either idea know anyplac someth,0
1936,plan usual stop hella weed,0
1937,fact clean show know upset prioriti constantli want,0
1938,excel readi moan scream ecstasi,0
1939,peopl dog area call 09090204448 join like mind guy arrang 1 1 even minapn ls278bb,1
1940,dude avatar 3d imp one point thought actual fli room almost tri hittng one reflex,0
1941,well done 4 costa del sol holiday await collect call 09050090044 toclaim sae tc pobox334 stockport sk38xh max10min,1
1942,k k cant come search job,0
1943,got lousi sleep kept wake everi 2 hour see cat want come worri cold,0
1944,yeah leav coupl minut amp let know get mu,0
1945,call make sure dat woken,0
1946,hey go jazz power yoga hip hop kb yogasana,0
1947,batteri mr adewal uncl aka egbon,0
1949,wait 2 min stand bu stop,0
1950,oh ic thought meant mari jane,0
1951,haha realli oh deduct lesson tmr,0
1952,nah im goin 2 wrk j wot bout u,0
1953,eat shit wait ur monkey face bitch u asshol,0
1954,good night go sleep,0
1955,aight grab someth eat text back mu,0
1957,take someth pain move howev side next 6hr see doctor,0
1958,lol oh babe wont slide place midnight thank invit,0
1959,howz person stori,0
1960,guess somebodi know secretli fanci wan na find give us call 09065394973 landlin datebox1282essexcm61xn 18,1
1961,lol would awesom payback,0
1962,500 free text messag valid 31 decemb 2005,1
1964,honeybe said sweetest world god laugh amp said wait u havnt met person read msg moral even god crack joke,0
1965,thank tesco quit nice gone speak soon,0
1966,featheri bowa someth guy know,0
1967,even cant close eye vava play umma,0
1968,2 laptop noe infra slow lar wan fast one,0
1969,guarante award even cashto claim ur award call free 08000407165 2 stop getstop 88222 php,1
1970,nvm ok,0
1971,enjoy ur life good night,0
1972,ye meet town co go gep home could text bu stop worri finish march ish,0
1974,that cool cum,0
1975,delhi chennai still silent,0
